Rk,School,G,W,L,W-L%,SRS,SOS,W,L,W,L,W,L,Tm.,Opp.,,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
148,Tennessee-Martin,10,3,7,.300,-13.05,2.62,0,0,1,1,1,4,758,841,,70.2,108.0,.285,.387,.543,46.7,39.9,7.3,7.7,.515,14.5,31.4,.203
149,Norfolk State,14,4,10,.286,-11.22,-2.22,0,0,3,2,0,7,941,901,,69.0,96.5,.300,.387,.508,50.8,52.7,11.9,7.0,.475,18.3,30.6,.211
150,South Florida,12,6,6,.500,3.91,0.83,0,0,5,2,0,0,773,736,,66.3,96.1,.348,.387,.506,53.9,41.5,13.3,7.8,.485,20.0,34.8,.209
151,Alabama State,12,1,11,.083,-17.02,3.40,0,0,0,0,0,8,685,930,,70.2,81.4,.290,.387,.459,42.3,43.2,9.6,5.9,.425,20.0,20.0,.195
152,Santa Clara,14,12,2,.857,1.29,-5.79,0,0,12,0,0,2,1112,935,,74.6,106.4,.337,.386,.582,51.4,62.5,9.4,11.1,.549,17.5,23.7,.254
153,Purdue,12,7,5,.583,13.70,3.53,1,1,5,1,1,2,806,684,,64.8,102.5,.268,.386,.502,55.2,57.4,10.2,12.3,.478,14.7,35.3,.177
154,Kansas State,11,6,5,.545,5.83,-1.08,0,0,5,1,1,0,732,656,,67.7,97.2,.346,.386,.523,49.7,64.6,13.7,8.5,.492,18.7,28.6,.235
155,McNeese State,12,5,7,.417,-6.39,3.11,0,1,5,1,0,6,994,859,,72.9,113.6,.355,.385,.624,51.6,56.5,10.1,13.2,.608,20.0,30.6,.244
156,North Alabama,12,5,7,.417,-11.21,-5.01,0,0,5,0,0,7,827,830,,70.7,97.5,.347,.385,.520,49.0,48.8,9.6,7.6,.490,18.1,28.5,.230
157,South Dakota State,15,9,6,.600,-1.24,-4.24,0,0,8,0,1,6,1114,1034,,70.1,104.2,.347,.384,.542,53.1,50.8,8.6,6.5,.511,17.0,32.1,.239
158,Virginia Commonwealth,12,9,3,.750,10.80,2.14,0,0,8,0,1,1,858,754,,70.5,101.4,.369,.384,.537,47.5,50.5,14.8,15.2,.496,16.8,27.8,.269
159,Colorado State,14,8,6,.571,4.19,3.90,0,2,4,3,1,2,1015,1011,,69.3,101.1,.391,.384,.551,50.3,57.2,9.3,5.1,.522,17.4,23.7,.263
160,Saint Mary's (CA),14,12,2,.857,14.14,2.91,0,0,7,1,1,0,1074,877,,64.6,117.6,.307,.383,.613,53.0,47.3,10.5,6.9,.587,13.7,27.0,.230
161,Drake,13,10,3,.769,0.49,-2.24,0,0,7,0,1,2,932,839,,70.0,102.4,.304,.383,.552,52.7,57.2,9.5,10.4,.526,17.4,26.8,.210
162,South Carolina Upstate,12,4,8,.333,-15.08,-0.48,0,0,3,1,1,7,798,885,,70.4,94.5,.302,.383,.496,47.2,48.4,8.6,6.7,.467,16.4,25.7,.201
163,Northern Arizona,9,6,3,.667,-4.77,0.23,0,0,3,1,2,2,680,605,,70.5,107.1,.328,.382,.551,51.9,54.5,10.4,7.6,.525,15.7,29.2,.223
164,Milwaukee,12,5,7,.417,-4.53,0.17,0,0,4,2,0,3,872,859,,71.2,99.0,.320,.380,.498,49.5,45.9,7.2,10.1,.467,15.3,30.1,.213
165,Gardner-Webb,12,4,8,.333,-6.94,2.56,0,0,2,1,0,7,803,860,,68.8,97.3,.326,.380,.510,48.4,54.1,8.4,13.4,.478,15.8,26.6,.221
166,Virginia,11,9,2,.818,10.27,2.55,2,0,6,1,1,1,597,512,,60.1,90.3,.252,.380,.480,54.1,49.3,9.8,16.4,.448,18.4,29.0,.180
167,Central Michigan,12,7,5,.583,-2.18,-3.63,0,0,7,0,0,5,1055,899,,78.4,112.2,.372,.379,.559,51.6,46.3,13.1,4.9,.524,12.9,29.7,.268
168,Michigan State,12,9,3,.750,21.44,5.27,2,0,4,1,2,0,968,774,,72.1,111.8,.357,.379,.570,57.2,68.2,7.5,12.6,.533,15.5,34.4,.267
169,Appalachian State,12,8,4,.667,2.47,-1.53,2,0,4,0,3,3,843,744,,69.6,100.8,.397,.379,.529,51.4,47.5,11.8,8.7,.502,16.3,28.3,.254
170,Iowa,12,9,3,.750,16.55,7.22,1,1,5,1,2,1,957,845,,71.6,111.4,.374,.378,.554,52.6,63.4,9.2,8.2,.516,14.5,33.4,.274
171,Charleston Southern,11,5,6,.455,-16.74,-0.64,0,0,3,1,2,4,680,813,,70.7,87.5,.283,.378,.461,44.7,48.6,9.3,5.2,.425,17.9,26.6,.195
172,Louisville,12,11,1,.917,18.74,0.49,2,0,9,0,1,0,920,701,,67.4,113.7,.333,.377,.588,55.7,55.8,7.3,7.8,.556,16.1,32.0,.249
173,Southern Methodist,11,9,2,.818,5.99,-4.20,0,0,7,1,2,1,843,731,,67.4,111.1,.340,.377,.561,55.7,60.1,9.2,8.9,.518,16.5,36.7,.267
174,Washington State,12,8,4,.667,3.15,-5.11,0,0,5,1,1,1,887,788,,72.4,102.1,.281,.377,.502,51.4,42.9,9.6,6.1,.466,13.2,30.6,.207
175,Stetson,14,5,9,.357,-13.08,-2.41,0,0,3,3,1,5,922,980,,66.7,98.8,.389,.377,.525,52.5,47.2,9.6,9.0,.493,19.0,32.6,.258
176,Harvard,12,8,4,.667,1.90,-3.19,0,0,4,0,3,1,881,768,,70.4,104.3,.324,.375,.547,53.4,45.6,10.9,14.2,.511,17.8,32.2,.239
177,Valparaiso,13,7,6,.538,0.64,-0.20,0,0,4,0,2,3,992,955,,73.3,103.1,.289,.375,.540,50.4,59.2,11.6,8.4,.516,17.1,30.0,.197
178,Nicholls State,13,7,6,.538,-3.45,2.99,1,1,5,0,1,5,1014,886,,75.3,102.6,.262,.375,.518,48.8,45.0,14.8,9.0,.486,15.9,33.1,.193
179,Bowling Green State,12,8,4,.667,0.86,-0.64,0,0,5,0,0,1,913,855,,72.7,102.5,.274,.375,.512,52.0,50.8,8.8,7.5,.478,13.0,28.5,.202
180,Delaware State,13,1,12,.077,-20.82,-2.48,0,0,1,4,0,7,932,1115,,76.5,93.7,.310,.375,.506,45.4,43.3,9.9,4.9,.469,17.5,23.6,.223
181,Holy Cross,12,1,11,.083,-17.11,-1.65,0,0,0,5,0,5,811,984,,71.2,93.0,.242,.375,.509,48.1,51.0,6.9,5.6,.490,19.3,27.6,.155
182,Pepperdine,13,7,6,.538,0.77,0.24,0,0,5,1,2,2,1025,1018,,72.8,108.4,.330,.374,.563,48.1,55.6,9.2,9.0,.511,16.0,29.8,.281
183,Portland,15,8,7,.533,-7.40,-5.09,0,0,6,2,2,1,1025,983,,70.0,97.5,.370,.374,.543,47.1,61.6,8.3,10.4,.516,18.4,22.6,.244
184,Montana State,11,6,5,.545,-4.79,-0.46,0,0,3,1,1,4,768,738,,69.3,100.8,.334,.373,.570,50.9,50.7,9.3,6.6,.543,20.0,22.6,.236
185,Middle Tennessee,12,4,8,.333,-11.80,3.20,0,0,3,2,1,3,892,907,,73.9,100.6,.307,.373,.530,50.2,56.0,9.5,9.4,.505,16.6,27.9,.204
186,Fordham,11,5,6,.455,-4.41,-6.51,0,0,4,4,0,0,683,660,,66.2,92.8,.315,.372,.482,48.9,52.4,11.7,9.5,.459,16.5,27.7,.190
187,Wichita State,11,10,1,.909,16.68,1.87,0,0,8,0,1,0,843,680,,73.0,105.0,.329,.371,.519,54.4,59.5,10.2,12.5,.483,14.0,33.8,.233
188,Lipscomb,12,5,7,.417,-5.26,-0.26,0,0,3,2,2,5,872,849,,73.0,99.5,.261,.371,.533,48.8,48.0,7.9,8.2,.510,17.4,26.6,.179
189,Eastern Michigan,11,9,2,.818,-4.50,-0.38,0,0,5,0,2,2,746,672,,68.5,98.9,.482,.371,.524,51.1,46.6,16.2,11.5,.491,19.0,32.4,.307
190,Texas-El Paso,13,9,4,.692,3.16,1.16,0,0,8,0,0,3,898,821,,70.1,98.6,.364,.371,.546,49.9,53.4,9.7,8.5,.506,19.0,25.1,.270
191,College of Charleston,12,6,6,.500,1.77,2.59,0,0,4,2,1,2,825,808,,68.1,101.0,.334,.370,.534,47.6,41.4,9.7,6.7,.496,15.9,24.4,.246
192,Colorado,12,10,2,.833,14.17,5.75,0,0,5,1,1,1,834,733,,69.5,99.0,.414,.370,.524,54.8,54.9,9.9,10.0,.474,18.5,33.6,.307
193,Marshall,12,5,7,.417,-1.41,-1.22,0,0,4,3,1,4,915,881,,77.2,98.8,.295,.370,.523,49.1,46.5,12.6,16.6,.501,18.1,29.5,.192
194,Houston Baptist,10,0,10,.000,-16.74,7.86,0,1,0,1,0,8,766,1012,,80.1,95.6,.288,.370,.511,45.2,48.4,7.5,4.0,.483,18.2,29.1,.196
195,Youngstown State,13,7,6,.538,-6.56,-3.74,0,0,6,1,1,5,921,878,,70.4,100.5,.305,.369,.495,52.9,45.1,9.6,7.2,.468,14.3,33.6,.197
196,Cal State Northridge,13,3,10,.231,-10.24,2.68,0,0,2,2,1,7,922,1042,,71.5,99.2,.290,.369,.523,46.0,53.3,8.3,7.7,.492,16.2,25.7,.205
197,Abilene Christian,12,7,5,.583,-4.22,-2.72,2,0,6,1,1,4,933,725,,71.5,107.6,.327,.368,.544,53.2,59.1,13.8,7.2,.506,15.5,32.9,.245
198,Florida State,12,10,2,.833,16.76,3.85,1,1,6,0,1,2,908,753,,69.8,107.3,.353,.368,.562,50.9,48.8,13.7,16.9,.524,16.5,31.8,.264
199,Louisiana,12,5,7,.417,-7.06,-1.79,0,2,4,1,0,5,882,912,,74.1,98.1,.401,.368,.525,49.1,41.3,9.9,6.4,.483,17.5,27.8,.283
200,Marist,9,1,8,.111,-16.74,-7.74,0,1,0,4,1,4,516,597,,65.0,85.9,.235,.368,.443,48.8,39.2,9.8,9.2,.423,17.0,27.3,.139
201,Butler,12,11,1,.917,17.88,3.55,0,0,7,0,1,1,833,661,,63.5,109.3,.332,.367,.577,54.1,57.5,8.1,8.4,.550,14.8,28.0,.236
202,Mississippi Valley State,13,1,12,.077,-34.75,0.75,0,0,1,0,0,12,869,1241,,80.6,82.9,.159,.365,.434,43.3,39.7,8.9,6.0,.422,16.3,25.2,.089
203,Utah State,14,12,2,.857,15.72,1.41,2,0,7,0,1,1,1098,867,,69.3,111.1,.371,.364,.558,56.8,59.3,9.1,8.1,.514,14.7,33.4,.285
204,St. Bonaventure,12,8,4,.667,1.27,-2.55,0,0,4,2,2,2,812,745,,66.1,102.4,.269,.364,.526,51.7,54.8,8.6,11.4,.491,16.6,31.4,.205
205,Alabama A&M,10,3,7,.300,-14.93,-1.03,0,0,3,0,0,7,677,816,,71.6,93.4,.246,.364,.488,42.9,43.8,9.7,5.7,.456,13.9,21.7,.179
206,San Diego,14,6,8,.429,-1.01,0.64,0,0,4,2,2,3,923,946,,71.2,91.8,.283,.364,.500,49.7,50.7,8.3,8.5,.472,18.1,24.4,.191
207,Monmouth,11,6,5,.545,-7.17,-2.07,0,0,3,0,2,4,721,777,,70.4,93.2,.287,.363,.504,45.8,57.7,10.3,7.3,.464,17.8,24.3,.216
208,Delaware,13,10,3,.769,0.60,-4.74,0,0,4,0,2,2,981,871,,69.5,107.6,.275,.362,.582,50.3,47.1,8.4,8.5,.557,16.1,21.6,.201
209,Mississippi,11,8,3,.727,7.02,0.38,0,0,6,1,0,1,792,719,,70.2,102.5,.376,.362,.547,52.0,64.6,11.5,7.7,.514,17.5,28.4,.262
210,Oklahoma,11,8,3,.727,9.83,5.55,0,0,4,0,1,2,813,766,,72.3,102.3,.296,.362,.520,48.6,43.8,8.7,11.5,.477,12.1,22.0,.232
211,Niagara,10,2,8,.200,-13.24,-0.84,0,0,1,1,1,7,679,803,,69.5,96.4,.242,.362,.527,40.7,49.0,9.1,5.2,.493,15.7,17.9,.189
212,IUPUI,13,4,9,.308,-14.95,-0.04,0,0,3,1,1,6,848,975,,71.0,91.9,.280,.362,.490,48.3,47.6,10.1,6.9,.471,18.8,28.3,.169
213,Hofstra,13,9,4,.692,-0.94,-5.52,0,0,4,1,3,3,1004,907,,72.6,106.4,.345,.361,.537,51.1,47.0,11.0,5.6,.489,14.7,31.0,.270
214,Central Florida,12,9,3,.750,4.80,-1.21,0,0,6,1,1,1,859,787,,69.9,102.4,.290,.361,.514,52.8,55.1,8.8,9.4,.485,16.1,34.4,.199
215,North Carolina-Wilmington,13,5,8,.385,-11.10,1.80,0,0,4,3,0,4,948,941,,71.8,100.5,.288,.361,.550,50.4,52.7,8.2,6.6,.528,18.4,25.9,.194
216,San Diego State,12,12,0,1.000,21.74,3.10,2,0,6,0,3,0,924,675,,67.5,114.1,.265,.359,.560,55.8,57.6,10.1,11.4,.535,13.7,34.9,.190
217,Georgia,11,8,3,.727,8.35,1.75,0,0,7,0,1,1,908,839,,75.2,107.3,.320,.359,.546,53.1,50.7,11.5,9.6,.522,16.7,35.4,.213
218,Indiana State,11,7,4,.636,4.24,2.64,0,0,4,0,1,2,805,782,,68.8,105.2,.401,.358,.570,49.9,52.4,8.5,7.8,.534,16.2,23.5,.290
219,Providence,13,7,6,.538,6.82,-0.25,0,0,6,1,0,2,945,853,,72.4,100.4,.346,.358,.499,52.1,66.7,13.6,11.3,.468,16.2,34.1,.226
220,Boston University,12,5,7,.417,-5.13,-1.41,0,0,3,1,2,4,833,846,,68.7,100.0,.264,.358,.517,49.7,44.0,8.0,4.9,.495,15.4,28.1,.173
221,NJIT,12,3,9,.250,-12.81,-4.63,0,0,2,2,1,7,806,868,,70.4,95.4,.315,.358,.490,49.8,43.7,8.3,8.2,.454,15.1,27.0,.220
222,Sam Houston State,12,8,4,.667,-2.57,-3.07,2,0,7,0,1,4,986,846,,77.1,104.3,.270,.357,.549,52.3,58.4,12.1,10.5,.514,16.2,30.5,.211
223,Northwestern,11,5,6,.455,4.69,2.42,0,2,3,3,1,2,744,719,,67.6,100.0,.314,.357,.525,50.0,58.7,7.5,7.2,.484,15.6,25.0,.238
224,Oklahoma State,11,8,3,.727,13.90,7.44,0,0,4,2,2,0,782,711,,71.3,99.7,.337,.357,.523,50.3,48.4,11.1,13.7,.483,16.6,28.7,.248
225,Oregon,12,10,2,.833,21.06,8.81,0,0,7,0,1,0,946,799,,68.0,113.6,.330,.356,.582,52.6,49.9,10.3,8.0,.560,15.7,33.8,.225
226,Seattle,14,7,7,.500,-7.61,-3.52,0,0,5,2,0,4,1004,985,,72.6,98.7,.337,.356,.501,51.3,43.1,8.3,7.7,.454,13.8,29.0,.255
227,Florida,11,7,4,.636,13.06,7.61,0,0,3,1,0,2,748,688,,67.2,101.2,.354,.354,.522,52.2,44.3,9.1,10.9,.484,15.8,31.1,.253
228,Fairleigh Dickinson,11,2,9,.182,-13.33,-0.43,0,0,2,1,0,8,739,819,,68.6,98.0,.282,.354,.511,44.9,40.6,9.2,10.5,.479,15.6,26.1,.201
229,Xavier,13,11,2,.846,13.49,3.72,0,0,8,0,1,1,955,828,,70.3,101.6,.332,.353,.523,53.0,53.9,10.0,9.8,.494,16.9,32.4,.225
230,Cincinnati,12,7,5,.583,9.56,4.81,0,0,5,1,0,2,887,830,,71.2,100.7,.422,.353,.534,52.3,54.2,8.4,11.0,.499,17.9,29.9,.283
231,North Carolina State,12,9,3,.750,12.88,1.79,1,1,7,1,2,1,981,848,,72.7,111.2,.291,.352,.568,50.1,47.4,11.7,12.6,.540,14.4,28.6,.212
232,UC-Santa Barbara,13,9,4,.692,0.04,-4.38,0,0,6,1,3,3,944,872,,65.0,110.5,.363,.352,.564,54.9,54.5,6.7,8.2,.525,15.7,34.4,.273
233,Miami (FL),11,8,3,.727,7.90,3.81,0,1,4,1,2,0,832,787,,69.5,108.8,.259,.352,.562,46.0,42.9,9.0,10.3,.540,13.7,23.7,.179
234,UC-Davis,14,5,9,.357,-6.02,-1.09,0,0,3,0,1,7,981,999,,67.8,101.6,.307,.352,.560,47.9,52.1,8.1,5.5,.520,17.9,22.4,.243
235,Texas Tech,11,8,3,.727,13.47,0.75,0,0,6,0,0,1,841,701,,71.7,104.2,.384,.351,.551,54.7,61.5,10.2,8.6,.502,17.1,30.0,.297
236,Arizona State,12,8,4,.667,9.65,3.15,0,0,5,1,2,0,876,798,,74.4,98.2,.336,.351,.508,48.6,41.1,11.5,8.3,.472,14.8,25.1,.233
237,Howard,13,2,11,.154,-23.07,-2.71,0,0,1,4,1,6,883,1052,,71.7,93.9,.319,.351,.493,45.4,52.9,8.1,6.3,.461,16.0,25.0,.214
238,Southeastern Louisiana,11,3,8,.273,-13.33,-1.08,0,1,3,1,0,6,772,851,,74.2,93.5,.241,.351,.494,46.7,47.8,10.2,5.3,.477,18.6,30.5,.147
239,Wright State,13,10,3,.769,3.09,-5.64,0,0,5,2,3,0,1050,898,,73.5,107.8,.324,.350,.540,52.3,44.4,9.5,7.5,.511,13.8,31.0,.226
240,Connecticut,11,8,3,.727,11.82,0.37,0,0,6,1,0,0,823,697,,70.5,103.8,.355,.350,.534,51.6,51.7,9.8,17.1,.495,16.7,32.2,.256
241,Towson,12,6,6,.500,1.04,2.04,0,0,3,1,1,2,843,785,,67.3,102.2,.319,.350,.517,53.1,45.3,10.2,9.5,.479,15.9,32.7,.233
242,South Alabama,12,6,6,.500,-1.69,0.82,0,2,4,3,0,2,914,882,,69.4,108.7,.378,.349,.568,49.5,44.4,10.8,13.8,.529,15.3,28.0,.283
243,American,10,4,6,.400,-5.76,-5.66,0,0,2,2,2,4,737,738,,70.3,104.8,.289,.347,.554,48.7,47.4,10.1,9.3,.532,16.5,26.5,.195
244,Oakland,13,5,8,.385,-2.86,1.89,0,0,2,1,1,5,813,842,,66.4,93.3,.390,.347,.501,52.8,55.5,8.7,7.6,.460,18.9,29.2,.267
245,Fairfield,10,3,7,.300,-4.67,-0.27,0,0,0,3,2,2,611,655,,64.4,91.5,.250,.346,.495,49.9,44.5,9.7,7.2,.467,18.3,25.4,.172
246,Presbyterian,12,2,10,.167,-19.76,-3.31,0,0,1,2,1,6,734,887,,66.9,90.5,.232,.346,.485,46.8,49.1,9.5,6.2,.460,18.5,26.2,.155
247,Tennessee,11,8,3,.727,14.01,2.28,0,0,6,1,0,1,758,629,,67.9,101.5,.353,.345,.530,53.1,65.8,9.6,14.6,.485,16.8,30.0,.268
248,Illinois State,12,5,7,.417,-2.58,1.42,0,0,5,1,0,3,823,848,,69.6,98.6,.237,.345,.525,49.6,48.2,7.8,8.7,.506,17.7,29.3,.158
249,Morehead State,12,5,7,.417,-9.29,-5.02,0,0,4,1,1,6,822,821,,68.8,97.5,.286,.345,.510,50.8,51.6,9.7,11.9,.492,16.6,28.6,.175
250,Chicago State,14,4,10,.286,-26.27,-1.54,0,0,3,3,1,5,957,1161,,74.5,91.7,.369,.345,.525,47.5,47.0,8.1,7.7,.484,21.5,26.0,.267
251,Western Kentucky,11,7,4,.636,5.12,0.82,0,0,5,0,1,2,884,798,,71.6,109.7,.376,.344,.595,50.9,45.5,8.3,12.1,.555,18.1,27.4,.294
252,Louisiana State,11,7,4,.636,14.34,1.34,0,0,6,1,0,1,899,756,,73.7,111.0,.319,.342,.583,54.8,46.1,9.4,12.5,.551,17.7,34.2,.239
253,Massachusetts-Lowell,13,6,7,.462,-5.24,-5.66,0,0,4,5,2,2,968,920,,71.1,103.6,.338,.341,.536,51.5,56.2,8.9,7.0,.502,16.0,30.8,.240
254,Grand Canyon,14,5,9,.357,-3.05,1.26,0,0,4,4,0,2,951,1016,,67.9,99.2,.300,.341,.524,47.3,46.5,7.9,3.7,.486,15.2,23.0,.225
255,George Mason,12,11,1,.917,4.88,-2.79,0,0,8,0,0,1,852,760,,67.8,103.6,.345,.340,.522,53.6,43.4,8.3,15.0,.486,15.7,34.5,.244
256,Southern Utah,11,7,4,.636,1.76,-0.13,0,0,4,0,2,4,847,700,,73.1,103.0,.315,.340,.547,56.4,45.2,11.7,9.9,.521,18.4,32.5,.215
257,Charlotte,11,6,5,.545,3.37,-3.26,0,0,5,1,1,4,768,695,,68.7,99.4,.372,.340,.551,52.2,49.4,12.9,11.7,.511,18.5,23.0,.275
258,Mercer,13,5,8,.385,-9.54,-4.79,0,1,3,3,2,3,910,959,,71.6,97.7,.287,.340,.515,52.3,57.7,9.6,6.1,.485,17.9,32.4,.202
259,Jackson State,12,3,9,.250,-15.58,0.32,0,0,2,0,1,9,806,900,,73.0,92.0,.235,.340,.484,44.6,52.1,14.3,9.5,.458,16.2,24.9,.160
260,Gonzaga,14,13,1,.929,22.19,2.05,0,0,8,0,3,0,1235,953,,73.3,119.3,.382,.339,.589,56.0,54.5,10.1,9.3,.569,13.1,33.7,.253
261,Washington,13,10,3,.769,13.13,3.29,0,0,7,1,1,0,968,840,,71.5,104.1,.403,.339,.575,51.5,54.0,10.2,15.5,.537,18.5,26.0,.294
262,Oregon State,11,9,2,.818,8.95,-3.78,0,0,6,0,1,1,858,718,,69.9,111.6,.407,.338,.583,50.3,58.7,9.5,17.3,.554,15.3,26.7,.286
263,Western Illinois,10,3,7,.300,-12.53,-2.16,0,0,2,4,1,3,785,790,,75.0,104.7,.247,.338,.542,48.2,41.6,7.3,5.3,.506,13.3,23.5,.199
264,St. Francis (NY),12,6,6,.500,-13.80,-7.43,0,0,5,0,1,6,875,881,,73.4,99.4,.282,.338,.516,49.0,43.3,8.1,8.6,.488,16.0,27.6,.194
265,Stanford,12,11,1,.917,13.76,-2.24,0,0,8,0,1,0,884,692,,70.3,104.7,.348,.337,.586,53.1,50.2,11.4,11.5,.563,19.4,24.7,.241
266,Canisius,11,5,6,.455,-5.74,-5.83,0,1,3,0,1,5,780,779,,72.2,98.2,.366,.337,.533,47.2,56.5,11.8,5.1,.499,19.0,28.5,.254
267,Cal State Fullerton,13,3,10,.231,-8.18,0.73,0,0,1,4,1,5,779,866,,68.6,87.3,.319,.337,.481,47.5,47.5,8.3,8.4,.447,17.7,20.4,.213
268,High Point,12,3,9,.250,-18.32,0.28,0,0,3,3,0,6,788,931,,70.3,92.5,.352,.336,.493,52.5,56.7,7.5,13.1,.448,19.4,34.2,.256
269,Coastal Carolina,13,8,5,.615,1.67,-1.69,1,1,5,3,3,1,1066,958,,74.1,110.7,.375,.335,.571,54.1,49.9,11.1,12.7,.541,17.8,35.5,.262
270,Louisiana-Monroe,10,4,6,.400,-7.16,-3.41,0,2,4,3,0,3,653,637,,65.9,97.8,.358,.335,.534,50.8,48.3,8.4,9.2,.504,19.7,28.6,.241
271,Green Bay,13,5,8,.385,-5.96,2.59,0,0,3,2,2,6,1074,1055,,77.2,107.1,.274,.334,.561,48.4,56.4,11.0,6.8,.537,14.9,24.6,.195
272,North Carolina Central,13,3,10,.231,-14.66,0.80,0,0,3,0,0,10,829,894,,70.0,91.1,.272,.334,.507,47.9,51.8,13.3,9.4,.481,21.1,29.1,.184
273,Arizona,13,10,3,.769,22.43,4.05,0,0,7,1,0,1,1088,849,,72.7,115.0,.395,.333,.592,52.5,58.3,9.9,11.4,.555,14.3,30.0,.296
274,Mississippi State,11,8,3,.727,9.73,1.45,0,0,5,1,1,0,788,697,,65.4,109.6,.385,.333,.563,55.7,56.2,10.3,14.5,.533,19.3,40.8,.265
275,Missouri State,13,6,7,.462,1.21,-1.49,0,0,5,1,0,4,882,847,,67.8,100.0,.307,.333,.532,54.9,46.2,9.2,7.3,.497,19.5,34.7,.227
276,Missouri-Kansas City,14,7,7,.500,-5.09,2.83,0,0,4,0,1,5,980,949,,69.8,100.3,.254,.332,.539,48.8,50.8,12.4,10.0,.517,17.8,26.3,.175
277,Austin Peay,12,6,6,.500,-1.93,1.07,0,0,5,0,0,5,936,904,,72.0,108.3,.396,.331,.563,49.3,46.2,10.3,9.4,.523,17.1,31.7,.291
278,Kansas,11,9,2,.818,27.50,9.60,0,0,5,0,1,1,901,692,,71.6,113.2,.342,.330,.597,55.4,55.3,12.3,15.1,.581,16.8,31.5,.227
279,Cal Poly,12,2,10,.167,-11.88,2.76,0,0,2,2,0,6,750,867,,68.3,91.5,.284,.329,.504,45.7,43.0,8.7,4.2,.479,18.4,23.0,.186
280,Central Connecticut State,12,0,12,.000,-23.63,-0.63,0,0,0,3,0,7,680,956,,72.4,78.3,.323,.329,.445,43.8,46.3,9.3,8.4,.416,20.2,20.1,.195
281,Eastern Illinois,12,7,5,.583,-0.24,-6.54,0,0,3,0,3,4,931,775,,72.9,106.4,.305,.328,.546,53.4,53.6,11.4,11.4,.517,16.6,33.3,.216
282,Houston,13,10,3,.769,14.82,3.13,0,0,5,2,2,1,1003,851,,68.4,112.8,.336,.325,.538,57.8,49.9,6.7,16.5,.505,14.2,40.7,.238
283,Samford,14,6,8,.429,-9.95,-1.67,0,0,5,1,1,7,1091,1085,,75.6,101.2,.324,.323,.545,49.5,48.4,9.8,8.0,.518,18.9,30.1,.220
284,East Carolina,12,5,7,.417,-4.35,-3.85,0,0,4,2,0,3,852,858,,71.7,99.1,.412,.322,.515,52.7,54.3,8.4,9.6,.462,16.2,30.1,.306
285,Southern California,12,10,2,.833,9.26,2.51,0,0,5,1,2,0,912,831,,73.9,102.8,.357,.319,.533,53.0,59.8,9.7,14.7,.505,16.8,31.7,.237
286,Tulsa,12,8,4,.667,3.32,-2.68,0,0,7,1,1,2,890,818,,68.6,104.8,.347,.317,.543,51.8,55.5,11.2,7.9,.509,16.4,30.4,.247
287,New Mexico,14,12,2,.857,7.65,-0.43,2,0,9,0,2,1,1129,1003,,73.5,109.7,.441,.315,.591,53.5,57.7,10.8,8.1,.553,18.2,30.6,.323
288,Georgia State,12,8,4,.667,5.36,3.36,2,0,5,0,2,4,959,868,,74.1,105.6,.329,.315,.539,49.4,49.1,11.8,13.8,.508,15.7,31.9,.230
289,Hampton,12,4,8,.333,-18.82,-0.93,0,0,4,2,0,6,901,927,,72.9,101.9,.365,.315,.530,48.8,54.8,8.1,11.1,.499,16.7,29.6,.246
290,Pittsburgh,12,9,3,.750,8.24,1.66,1,1,6,2,1,1,776,697,,64.9,99.6,.363,.315,.496,50.6,52.9,11.4,10.0,.456,16.1,34.6,.252
291,Duke,11,10,1,.909,26.05,7.23,1,0,5,1,2,0,920,713,,73.6,112.5,.366,.314,.560,56.8,53.9,12.1,15.1,.530,15.6,38.2,.254
292,Portland State,12,6,6,.500,-1.75,-1.05,0,0,3,1,2,5,960,889,,73.3,109.1,.319,.314,.517,52.7,48.0,12.5,9.0,.484,14.0,40.7,.222
293,Saint Louis,12,10,2,.833,10.58,1.94,0,0,7,1,1,0,873,765,,69.2,105.1,.383,.314,.516,54.7,54.5,11.3,12.0,.503,15.7,36.6,.214
294,DePaul,13,12,1,.923,9.76,-0.41,0,0,8,1,4,0,1003,852,,73.3,104.2,.344,.313,.549,51.3,52.7,12.9,16.6,.531,17.6,30.9,.215
295,Little Rock,13,8,5,.615,0.50,-1.09,2,0,4,1,4,4,884,847,,69.2,98.3,.413,.313,.538,53.1,56.0,11.0,9.4,.501,20.8,32.2,.284
296,Siena,9,4,5,.444,-1.60,-0.93,1,0,4,0,0,5,664,670,,71.0,99.7,.359,.312,.515,54.3,46.0,7.7,6.9,.475,16.4,30.8,.256
297,Georgia Tech,12,6,6,.500,5.29,5.87,1,1,3,3,2,2,792,799,,72.5,89.2,.341,.312,.503,49.3,46.1,9.8,13.1,.478,20.7,24.8,.214
298,Murray State,11,6,5,.545,1.46,-4.44,0,0,5,0,0,3,815,690,,70.0,104.6,.423,.311,.550,56.7,56.5,8.5,10.3,.511,17.0,29.8,.298
299,Loyola Marymount,13,6,7,.462,-0.92,0.92,0,0,5,2,0,3,895,874,,66.5,103.6,.345,.311,.565,49.4,50.0,10.1,8.5,.550,18.3,28.7,.214
