Rk,School,G,W,L,W-L%,SRS,SOS,W,L,W,L,W,L,Tm.,Opp.,,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
148,Lamar,13,7,6,.538,-6.31,-2.11,1,1,6,0,1,6,911,845,,71.2,90.4,.268,.414,.493,49.1,58.1,8.9,10.2,.463,21.3,32.4,.187
149,Lehigh,11,3,8,.273,-7.88,3.35,0,0,2,2,1,6,729,774,,71.5,98.5,.319,.444,.515,49.2,58.2,9.4,9.2,.478,15.7,26.6,.230
150,Liberty,14,14,0,1.000,10.32,-4.26,0,0,6,0,2,0,1003,723,,62.8,82.3,.273,.401,.444,45.2,41.6,7.8,6.1,.411,17.4,21.2,.180
151,Lipscomb,12,5,7,.417,-5.26,-0.26,0,0,3,2,2,5,872,849,,73.0,96.9,.236,.414,.511,51.2,49.4,8.4,9.8,.490,18.6,30.8,.157
152,Cal State Long Beach,14,4,10,.286,-7.96,5.35,0,0,3,2,0,6,950,1092,,73.5,106.1,.260,.403,.554,52.9,60.3,12.7,8.5,.530,18.5,33.7,.185
153,Long Island University,12,4,8,.333,-6.17,-0.75,0,0,1,2,2,5,908,973,,76.4,105.0,.290,.335,.532,55.7,51.3,8.1,11.4,.500,15.0,31.6,.210
154,Longwood,12,5,7,.417,-11.48,-7.68,0,0,4,1,1,6,825,816,,69.1,95.4,.352,.439,.522,50.9,55.1,8.1,10.1,.497,18.3,25.2,.224
155,Louisiana,12,5,7,.417,-7.06,-1.79,0,2,4,1,0,5,882,912,,74.1,101.4,.353,.412,.547,50.9,50.2,8.7,7.0,.518,18.6,28.8,.242
156,Louisiana-Monroe,10,4,6,.400,-7.16,-3.41,0,2,4,3,0,3,653,637,,65.9,95.4,.307,.345,.494,49.2,45.9,9.6,6.6,.462,16.3,29.6,.208
157,Louisiana State,11,7,4,.636,14.34,1.34,0,0,6,1,0,1,899,756,,73.7,93.3,.235,.392,.488,45.2,48.4,10.0,6.3,.461,16.8,28.2,.162
158,Louisiana Tech,12,9,3,.750,6.15,-5.45,0,0,7,0,2,3,938,736,,71.2,86.1,.324,.350,.465,48.2,49.0,6.9,7.6,.437,20.3,29.1,.200
159,Louisville,12,11,1,.917,18.74,0.49,2,0,9,0,1,0,920,701,,67.4,86.7,.241,.407,.439,44.3,46.6,8.3,5.2,.404,14.5,26.0,.169
160,Loyola (IL),13,8,5,.615,5.55,-0.86,0,0,5,2,1,1,928,820,,68.5,92.1,.289,.432,.526,49.2,49.8,10.3,6.6,.507,21.1,23.5,.184
161,Loyola Marymount,13,6,7,.462,-0.92,0.92,0,0,5,2,0,3,895,874,,66.5,101.2,.443,.449,.544,50.6,58.9,9.5,11.3,.497,19.0,31.3,.322
162,Loyola (MD),11,7,4,.636,-6.82,-7.72,0,0,3,0,3,4,792,756,,70.5,96.4,.336,.338,.508,53.4,51.5,8.9,9.9,.469,18.6,31.2,.240
163,Maine,12,3,9,.250,-16.04,-1.49,0,0,1,2,1,7,688,808,,65.2,103.3,.290,.378,.540,47.5,50.5,13.9,7.7,.511,14.4,24.4,.207
164,Manhattan,9,4,5,.444,-9.53,-6.20,0,0,2,1,2,4,542,572,,67.6,92.7,.497,.368,.506,51.9,53.0,9.6,9.4,.455,20.3,28.8,.341
165,Marist,9,1,8,.111,-16.74,-7.74,0,1,0,4,1,4,516,597,,65.0,99.3,.388,.469,.537,51.2,65.8,8.7,5.1,.501,17.6,25.8,.271
166,Marquette,11,9,2,.818,13.02,3.39,0,0,6,0,1,1,840,734,,73.5,90.7,.356,.338,.467,47.1,47.7,9.3,10.0,.432,15.2,26.5,.228
167,Marshall,12,5,7,.417,-1.41,-1.22,0,0,4,3,1,4,915,881,,77.2,95.1,.405,.355,.500,50.9,45.9,10.6,7.5,.459,18.5,32.2,.273
168,Maryland-Baltimore County,14,6,8,.429,-9.00,-0.73,0,0,5,1,1,5,976,945,,70.3,96.0,.342,.414,.526,50.2,47.2,10.8,10.5,.488,19.1,27.1,.246
169,Maryland-Eastern Shore,14,1,13,.071,-20.43,3.19,0,0,1,1,0,12,755,1016,,69.7,104.1,.358,.383,.573,56.6,59.5,12.1,10.9,.545,20.2,30.7,.251
170,Maryland,12,10,2,.833,19.52,6.18,1,1,7,0,0,2,896,736,,71.0,86.3,.242,.396,.462,44.6,56.2,8.6,10.6,.438,17.5,24.4,.155
171,Massachusetts-Lowell,13,6,7,.462,-5.24,-5.66,0,0,4,5,2,2,968,920,,71.1,98.5,.240,.356,.503,48.5,48.6,8.8,9.6,.485,15.9,29.5,.150
172,Massachusetts,12,6,6,.500,1.26,0.43,0,0,5,2,1,2,847,837,,69.5,99.3,.325,.307,.533,53.8,57.1,11.0,7.5,.505,19.3,32.0,.221
173,McNeese State,12,5,7,.417,-6.39,3.11,0,1,5,1,0,6,994,859,,72.9,98.2,.268,.414,.527,48.4,54.7,11.1,8.6,.498,18.7,30.8,.192
174,Memphis,11,10,1,.909,17.61,0.52,0,0,7,0,2,0,867,679,,75.7,81.5,.331,.361,.437,46.2,53.4,10.2,7.1,.398,20.0,29.7,.216
175,Mercer,13,5,8,.385,-9.54,-4.79,0,1,3,3,2,3,910,959,,71.6,103.0,.332,.379,.543,47.7,52.5,10.1,8.2,.512,16.4,27.5,.232
176,Merrimack,12,6,6,.500,-12.66,-4.21,0,0,2,0,3,5,744,743,,66.0,93.7,.371,.323,.521,57.2,67.3,7.4,11.4,.483,22.7,34.3,.261
177,Miami (FL),11,8,3,.727,7.90,3.81,0,1,4,1,2,0,832,787,,69.5,102.9,.217,.362,.523,54.0,53.5,7.6,9.8,.504,16.0,33.1,.147
178,Miami (OH),12,6,6,.500,-5.03,-2.57,0,0,4,2,1,2,865,857,,71.3,100.1,.356,.376,.520,51.3,42.7,7.4,8.6,.498,15.7,28.3,.220
179,Michigan State,12,9,3,.750,21.44,5.27,2,0,4,1,2,0,968,774,,72.1,89.4,.316,.372,.467,42.8,54.6,9.0,9.3,.430,15.7,23.3,.214
180,Michigan,12,9,3,.750,18.83,6.83,1,1,6,1,0,2,941,797,,70.3,93.5,.237,.257,.469,49.1,34.1,8.3,5.1,.447,14.4,28.3,.151
181,Middle Tennessee,12,4,8,.333,-11.80,3.20,0,0,3,2,1,3,892,907,,73.9,102.3,.311,.385,.556,49.8,55.8,9.1,7.2,.523,18.6,26.0,.229
182,Milwaukee,12,5,7,.417,-4.53,0.17,0,0,4,2,0,3,872,859,,71.2,97.5,.431,.386,.538,50.5,55.2,7.8,10.4,.492,19.5,27.8,.312
183,Minnesota,11,6,5,.545,16.20,8.20,1,1,5,1,0,3,801,713,,68.9,94.2,.293,.304,.494,46.8,48.8,9.0,9.5,.457,16.2,26.4,.211
184,Mississippi State,11,8,3,.727,9.73,1.45,0,0,5,1,1,0,788,697,,65.4,96.9,.280,.381,.512,44.3,52.8,10.8,6.8,.481,18.1,30.4,.198
185,Mississippi Valley State,13,1,12,.077,-34.75,0.75,0,0,1,0,0,12,869,1241,,80.6,118.4,.314,.414,.594,56.7,62.4,8.6,7.4,.575,14.9,34.3,.215
186,Mississippi,11,8,3,.727,7.02,0.38,0,0,6,1,0,1,792,719,,70.2,93.0,.342,.347,.516,48.0,56.8,10.1,9.9,.479,19.3,24.5,.242
187,Missouri-Kansas City,14,7,7,.500,-5.09,2.83,0,0,4,0,1,5,980,949,,69.8,97.1,.429,.331,.547,51.2,49.7,8.4,12.4,.492,20.2,26.3,.331
188,Missouri State,13,6,7,.462,1.21,-1.49,0,0,5,1,0,4,882,847,,67.8,96.0,.319,.360,.505,45.1,44.7,10.7,8.1,.468,16.3,26.3,.228
189,Missouri,11,7,4,.636,10.14,1.96,0,0,5,1,1,1,725,635,,66.6,85.7,.367,.384,.477,46.3,48.1,8.6,7.3,.422,19.8,24.1,.275
190,Monmouth,11,6,5,.545,-7.17,-2.07,0,0,3,0,2,4,721,777,,70.4,100.4,.412,.369,.535,54.2,49.4,9.3,7.7,.492,18.9,31.6,.297
191,Montana State,11,6,5,.545,-4.79,-0.46,0,0,3,1,1,4,768,738,,69.3,96.9,.277,.401,.496,49.1,52.1,10.5,6.6,.461,14.3,26.5,.199
192,Montana,11,4,7,.364,-2.09,5.36,0,0,4,1,0,6,713,768,,71.5,96.6,.407,.345,.528,52.6,52.5,10.2,7.8,.488,18.2,24.5,.286
193,Morehead State,12,5,7,.417,-9.29,-5.02,0,0,4,1,1,6,822,821,,68.8,97.4,.292,.413,.513,49.2,51.9,9.0,11.8,.482,16.9,27.1,.203
194,Morgan State,13,5,8,.385,-10.06,2.74,0,0,4,2,1,3,919,960,,71.1,100.9,.580,.407,.541,47.2,49.8,9.1,7.8,.483,17.9,28.6,.414
195,Mount St. Mary's,12,3,9,.250,-9.22,-1.40,0,0,2,2,1,7,739,808,,66.0,101.0,.313,.352,.532,50.4,54.9,8.1,9.6,.495,16.3,27.0,.231
196,Murray State,11,6,5,.545,1.46,-4.44,0,0,5,0,0,3,815,690,,70.0,88.6,.333,.388,.494,43.3,51.3,7.4,11.8,.464,17.6,19.8,.217
197,Navy,10,6,4,.600,-2.99,-4.10,0,0,5,1,1,3,618,577,,61.2,91.9,.223,.410,.484,44.6,55.1,9.4,14.7,.461,17.5,25.3,.148
198,Omaha,15,7,8,.467,-3.41,2.52,0,0,6,0,1,7,1070,1134,,71.5,104.8,.255,.386,.529,50.2,56.8,8.6,8.5,.506,14.0,29.2,.175
199,Nebraska,12,5,7,.417,0.92,3.09,1,1,3,3,0,3,896,922,,72.6,101.7,.200,.383,.502,56.7,44.5,7.6,12.3,.479,15.8,35.6,.142
200,Nevada-Las Vegas,13,5,8,.385,-0.32,1.14,1,0,4,4,1,3,891,910,,63.9,104.6,.318,.421,.550,45.5,60.4,9.9,13.2,.513,15.9,26.3,.241
201,Nevada,13,8,5,.615,8.44,4.05,1,0,4,2,1,2,992,935,,72.6,99.0,.373,.404,.496,48.6,46.0,6.1,7.1,.456,12.6,25.7,.256
202,New Hampshire,12,6,6,.500,-8.48,-5.28,0,0,4,0,2,6,899,813,,72.8,92.2,.318,.386,.499,44.1,45.8,9.3,7.9,.465,17.2,20.8,.219
203,New Mexico State,14,8,6,.571,3.12,1.81,0,0,4,1,1,3,928,865,,65.8,93.0,.329,.333,.528,45.2,42.6,11.1,7.7,.484,20.3,23.7,.252
204,New Mexico,14,12,2,.857,7.65,-0.43,2,0,9,0,2,1,1129,1003,,73.5,97.5,.231,.433,.521,46.5,58.4,9.7,6.5,.503,17.8,27.1,.150
205,New Orleans,11,4,7,.364,-10.96,6.18,0,2,4,1,0,6,872,810,,74.0,99.5,.372,.362,.559,50.3,61.5,8.7,7.5,.521,20.9,28.9,.273
206,Niagara,10,2,8,.200,-13.24,-0.84,0,0,1,1,1,7,679,803,,69.5,114.1,.254,.448,.603,59.3,59.6,8.0,6.8,.577,18.0,34.4,.199
207,Nicholls State,13,7,6,.538,-3.45,2.99,1,1,5,0,1,5,1014,886,,75.3,89.7,.405,.345,.509,51.2,55.4,9.2,7.5,.465,23.4,33.8,.285
208,NJIT,12,3,9,.250,-12.81,-4.63,0,0,2,2,1,7,806,868,,70.4,102.7,.314,.393,.550,50.2,52.6,7.5,10.9,.519,16.3,24.3,.226
209,Norfolk State,14,4,10,.286,-11.22,-2.22,0,0,3,2,0,7,941,901,,69.0,92.4,.359,.418,.508,49.2,66.6,8.7,8.5,.460,20.2,28.2,.268
210,North Alabama,12,5,7,.417,-11.21,-5.01,0,0,5,0,0,7,827,830,,70.7,97.9,.369,.317,.507,51.0,43.1,7.3,10.5,.471,17.3,31.0,.250
211,North Carolina-Asheville,11,6,5,.545,-3.52,-3.52,0,0,4,1,2,4,895,829,,73.5,101.3,.502,.266,.589,52.2,49.7,5.5,7.4,.568,23.6,30.2,.324
212,North Carolina A&T,13,3,10,.231,-11.44,1.18,0,0,2,1,0,7,749,913,,69.5,100.1,.432,.432,.531,52.5,56.8,10.4,8.8,.502,18.3,30.4,.276
213,North Carolina Central,13,3,10,.231,-14.66,0.80,0,0,3,0,0,10,829,894,,70.0,98.2,.309,.405,.547,52.1,52.8,9.3,9.1,.511,22.2,32.4,.231
214,North Carolina-Greensboro,13,10,3,.769,10.70,0.87,1,0,7,2,3,1,908,732,,66.4,84.7,.355,.392,.487,47.1,48.6,8.3,7.8,.458,23.0,26.0,.222
215,North Carolina State,12,9,3,.750,12.88,1.79,1,1,7,1,2,1,981,848,,72.7,96.1,.325,.360,.521,49.9,45.5,8.8,9.8,.493,19.1,29.3,.217
216,North Carolina-Wilmington,13,5,8,.385,-11.10,1.80,0,0,4,3,0,4,948,941,,71.8,99.8,.238,.378,.524,49.6,48.6,9.3,7.9,.504,16.5,26.7,.160
217,North Carolina,12,7,5,.583,9.32,7.65,1,1,3,2,1,2,839,819,,71.5,95.5,.238,.435,.495,44.1,55.1,9.9,7.5,.471,14.7,23.3,.160
218,North Dakota State,13,8,5,.615,-1.36,-3.36,0,0,4,1,3,3,899,835,,66.6,96.4,.231,.321,.520,48.1,40.2,7.3,9.9,.493,15.4,18.7,.169
219,North Dakota,13,6,7,.462,-5.90,1.50,0,0,3,0,2,6,1003,928,,72.0,99.1,.247,.324,.510,45.6,45.9,10.4,9.1,.489,14.0,24.7,.161
220,North Florida,14,7,7,.500,-1.31,2.69,0,0,5,0,1,6,1111,1075,,72.8,105.4,.279,.293,.541,49.8,58.2,9.7,12.6,.515,15.3,30.3,.195
221,North Texas,12,5,7,.417,6.35,4.62,0,0,4,2,1,3,792,734,,65.0,94.1,.439,.374,.519,46.6,50.4,13.2,10.4,.468,20.3,27.4,.320
222,Northeastern,12,6,6,.500,0.43,-4.73,0,0,2,2,3,2,864,802,,65.8,101.5,.324,.391,.539,48.5,40.3,10.0,9.5,.510,16.6,27.1,.223
223,Northern Arizona,9,6,3,.667,-4.77,0.23,0,0,3,1,2,2,680,605,,70.5,95.3,.271,.345,.534,48.1,46.0,8.7,7.6,.505,19.2,23.5,.195
224,Northern Colorado,11,7,4,.636,5.07,-2.16,0,0,4,0,1,3,844,668,,67.6,88.8,.275,.232,.483,47.1,27.6,7.3,9.1,.457,17.2,22.4,.180
225,Northern Illinois,13,7,6,.538,-2.39,-3.89,0,0,4,2,3,4,891,825,,68.2,93.1,.257,.424,.497,46.1,53.2,7.2,8.9,.459,16.0,22.2,.198
226,Northern Iowa,12,11,1,.917,10.39,1.59,0,0,7,0,3,0,933,764,,67.0,94.1,.221,.374,.488,44.8,35.8,11.1,6.9,.463,15.2,24.9,.151
227,Northern Kentucky,12,8,4,.667,3.62,0.52,0,0,5,1,3,3,894,783,,71.2,89.8,.276,.358,.485,49.0,50.7,8.8,5.2,.460,19.3,27.5,.178
228,Northwestern State,10,3,7,.300,-17.38,-0.13,1,1,3,1,0,6,665,769,,72.8,105.6,.389,.390,.544,51.9,56.8,12.4,7.8,.498,16.2,31.1,.291
229,Northwestern,11,5,6,.455,4.69,2.42,0,2,3,3,1,2,744,719,,67.6,96.6,.265,.393,.501,50.0,61.6,8.6,7.1,.474,15.4,27.2,.179
230,Notre Dame,12,8,4,.667,8.70,-2.05,0,2,8,1,0,2,896,767,,69.9,90.6,.183,.377,.469,49.8,52.0,7.1,9.1,.454,16.8,27.8,.109
231,Oakland,13,5,8,.385,-2.86,1.89,0,0,2,1,1,5,813,842,,66.4,96.7,.227,.495,.501,47.2,61.1,11.6,7.2,.480,15.4,24.8,.149
232,Ohio State,12,11,1,.917,25.24,3.49,1,1,8,0,1,1,950,689,,67.9,84.6,.260,.379,.437,44.0,46.2,6.6,6.8,.408,17.1,27.4,.167
233,Ohio,12,8,4,.667,0.31,0.61,0,0,5,1,2,1,877,803,,68.3,97.9,.318,.396,.521,48.1,49.1,8.7,6.3,.476,17.1,25.9,.248
234,Oklahoma State,11,8,3,.727,13.90,7.44,0,0,4,2,2,0,782,711,,71.3,90.7,.302,.452,.486,49.7,57.8,8.9,8.2,.445,19.2,28.7,.220
235,Oklahoma,11,8,3,.727,9.83,5.55,0,0,4,0,1,2,813,766,,72.3,96.4,.238,.441,.502,51.4,48.9,6.9,6.6,.472,15.4,25.4,.175
236,Old Dominion,13,4,9,.308,-1.01,1.30,0,0,3,2,1,4,808,838,,68.7,93.8,.389,.435,.522,47.6,56.0,7.6,9.2,.479,18.9,21.8,.279
237,Oral Roberts,12,7,5,.583,4.62,2.62,0,0,6,0,1,5,945,810,,73.3,92.0,.292,.373,.492,45.2,52.7,7.0,9.1,.465,17.3,26.0,.189
238,Oregon State,11,9,2,.818,8.95,-3.78,0,0,6,0,1,1,858,718,,69.9,93.4,.274,.385,.489,49.7,54.7,7.2,8.1,.456,17.4,29.4,.194
239,Oregon,12,10,2,.833,21.06,8.81,0,0,7,0,1,0,946,799,,68.0,95.9,.255,.419,.486,47.4,51.6,6.2,10.2,.448,16.0,31.7,.194
240,Pacific,15,12,3,.800,1.66,-6.42,0,0,9,1,2,1,1062,897,,64.7,90.2,.352,.420,.507,40.9,45.4,8.3,5.0,.469,18.7,18.7,.245
241,Penn State,12,10,2,.833,16.19,3.10,1,1,8,0,1,1,955,798,,74.3,89.5,.333,.347,.480,47.1,50.7,8.1,5.8,.443,18.5,26.7,.226
242,Pennsylvania,10,6,4,.600,4.27,5.49,0,0,2,0,2,3,792,755,,75.0,100.7,.257,.292,.517,49.4,44.6,11.3,9.1,.491,13.9,25.8,.178
243,Pepperdine,13,7,6,.538,0.77,0.24,0,0,5,1,2,2,1025,1018,,72.8,107.6,.428,.367,.575,51.9,59.1,9.9,6.9,.539,18.3,32.3,.306
244,Pittsburgh,12,9,3,.750,8.24,1.66,1,1,6,2,1,1,776,697,,64.9,89.5,.190,.402,.479,49.4,53.5,8.2,9.0,.456,21.0,33.5,.133
245,Portland State,12,6,6,.500,-1.75,-1.05,0,0,3,1,2,5,960,889,,73.3,101.0,.307,.284,.534,47.3,60.4,7.3,7.8,.502,18.4,33.3,.220
246,Portland,15,8,7,.533,-7.40,-5.09,0,0,6,2,2,1,1025,983,,70.0,93.5,.256,.376,.475,52.9,56.1,9.7,6.4,.452,16.5,32.4,.160
247,Prairie View,12,3,9,.250,-4.83,3.90,0,0,1,0,1,8,828,886,,74.1,98.6,.538,.411,.553,50.8,56.7,8.7,8.1,.505,20.5,28.1,.379
248,Presbyterian,12,2,10,.167,-19.76,-3.31,0,0,1,2,1,6,734,887,,66.9,109.4,.289,.467,.560,53.2,56.3,9.9,9.4,.532,15.6,31.3,.210
249,Princeton,11,3,8,.273,-5.54,0.28,0,0,0,4,1,3,794,858,,68.5,112.6,.329,.314,.595,49.1,44.6,10.0,10.9,.562,14.6,25.3,.252
250,Providence,13,7,6,.538,6.82,-0.25,0,0,6,1,0,2,945,853,,72.4,90.6,.357,.376,.513,47.9,56.1,9.7,9.6,.477,21.5,27.0,.245
251,Purdue,12,7,5,.583,13.70,3.53,1,1,5,1,1,2,806,684,,64.8,87.0,.304,.423,.480,44.8,60.3,7.9,8.5,.449,19.1,23.3,.203
252,Quinnipiac,10,5,5,.500,-7.09,-7.29,0,0,3,1,1,3,724,722,,69.2,104.3,.207,.377,.508,50.7,61.8,7.7,10.3,.479,12.7,29.5,.155
253,Radford,11,4,7,.364,2.77,4.67,0,0,2,1,1,5,757,725,,65.5,100.7,.367,.431,.524,49.3,52.8,6.4,9.5,.496,16.0,28.8,.239
254,Rhode Island,10,7,3,.700,9.45,6.05,0,0,6,0,0,2,752,718,,74.9,94.7,.241,.371,.505,49.4,50.7,8.4,7.1,.475,18.4,29.7,.176
255,Rice,12,8,4,.667,-3.24,-0.34,0,0,4,1,2,2,909,880,,74.2,98.9,.255,.343,.510,49.3,40.6,8.5,9.2,.487,15.1,26.4,.169
256,Richmond,12,10,2,.833,9.31,0.39,0,0,7,0,2,0,914,807,,67.6,97.5,.312,.409,.510,51.6,45.1,9.1,7.2,.476,17.3,29.2,.219
257,Rider,10,7,3,.700,1.11,-3.79,1,0,3,0,2,3,776,727,,75.6,96.2,.271,.432,.510,44.0,50.4,8.9,6.9,.489,15.7,23.3,.172
258,Robert Morris,13,4,9,.308,-10.57,-3.16,0,0,2,1,1,8,886,935,,69.0,104.1,.360,.366,.568,51.4,56.7,10.1,11.5,.537,19.3,30.7,.256
259,Rutgers,12,9,3,.750,14.35,3.10,1,1,9,0,0,2,859,724,,69.8,86.4,.228,.399,.478,43.7,54.2,10.3,10.0,.450,19.5,23.3,.158
260,Sacramento State,9,7,2,.778,0.59,-1.69,0,0,4,0,2,2,570,469,,65.7,79.2,.297,.301,.436,45.3,49.7,7.4,7.4,.383,20.1,24.5,.229
261,Sacred Heart,12,7,5,.583,-4.87,-6.23,0,0,2,0,4,4,951,892,,74.5,99.8,.213,.339,.493,47.1,58.5,9.6,10.1,.468,13.9,31.2,.150
262,Saint Francis (PA),11,7,4,.636,-0.75,-0.35,0,0,3,1,3,3,847,802,,71.1,101.3,.327,.392,.545,48.8,49.5,8.5,8.7,.520,17.9,28.1,.218
263,Saint Joseph's,12,3,9,.250,-5.06,5.03,0,0,2,3,1,3,859,980,,73.7,110.9,.339,.325,.561,52.9,46.4,9.2,15.3,.523,13.6,30.4,.255
264,Saint Louis,12,10,2,.833,10.58,1.94,0,0,7,1,1,0,873,765,,69.2,92.1,.355,.371,.496,45.3,55.1,9.4,7.7,.465,18.3,26.6,.229
265,Saint Mary's (CA),14,12,2,.857,14.14,2.91,0,0,7,1,1,0,1074,877,,64.6,96.1,.228,.322,.515,47.0,36.7,6.0,5.9,.491,17.2,24.0,.160
266,Saint Peter's,9,4,5,.444,-6.43,-2.05,0,0,2,2,2,3,603,617,,69.7,97.0,.406,.367,.519,45.4,58.5,12.6,11.5,.474,19.2,30.7,.291
267,Sam Houston State,12,8,4,.667,-2.57,-3.07,2,0,7,0,1,4,986,846,,77.1,89.5,.395,.411,.512,47.7,54.1,8.6,7.8,.466,22.1,25.8,.283
268,Samford,14,6,8,.429,-9.95,-1.67,0,0,5,1,1,7,1091,1085,,75.6,100.6,.289,.429,.518,50.5,61.2,10.0,7.3,.493,17.4,32.8,.192
269,San Diego State,12,12,0,1.000,21.74,3.10,2,0,6,0,3,0,924,675,,67.5,83.3,.316,.407,.461,44.2,55.4,8.1,4.7,.417,19.7,23.7,.228
270,San Diego,14,6,8,.429,-1.01,0.64,0,0,4,2,2,3,923,946,,71.2,94.1,.305,.327,.506,50.3,46.2,9.7,8.3,.472,16.8,24.7,.213
271,San Francisco,14,11,3,.786,7.53,-0.86,0,0,7,1,3,2,1151,991,,71.5,98.1,.320,.301,.544,45.5,35.8,7.6,9.4,.509,17.8,22.4,.235
272,San Jose State,13,3,10,.231,-9.40,5.68,0,2,2,5,1,4,854,1010,,73.4,105.9,.327,.295,.533,51.0,58.2,11.2,8.7,.509,14.2,29.9,.213
273,Santa Clara,14,12,2,.857,1.29,-5.79,0,0,12,0,0,2,1112,935,,74.6,89.5,.394,.327,.498,48.6,53.5,9.6,4.6,.453,19.5,23.7,.276
274,Seattle,14,7,7,.500,-7.61,-3.52,0,0,5,2,0,4,1004,985,,72.6,96.9,.370,.394,.517,48.7,48.4,7.9,7.2,.478,16.5,24.4,.259
275,Seton Hall,12,8,4,.667,17.30,6.80,0,0,5,1,1,2,897,771,,72.3,88.8,.362,.339,.479,49.5,47.8,9.4,11.1,.442,19.7,29.5,.239
276,Siena,9,4,5,.444,-1.60,-0.93,1,0,4,0,0,5,664,670,,71.0,100.6,.297,.382,.548,45.7,47.3,8.0,11.1,.521,16.2,20.5,.209
277,South Alabama,12,6,6,.500,-1.69,0.82,0,2,4,3,0,2,914,882,,69.4,104.9,.285,.338,.546,50.5,45.6,8.4,9.2,.520,16.7,30.5,.199
278,South Carolina State,11,4,7,.364,-17.03,-0.25,0,0,4,1,0,6,759,871,,69.6,112.5,.293,.385,.572,51.2,44.7,8.9,8.8,.552,14.3,29.0,.201
279,South Carolina Upstate,12,4,8,.333,-15.08,-0.48,0,0,3,1,1,7,798,885,,70.4,104.9,.412,.398,.576,52.8,53.2,8.3,7.8,.532,18.7,27.2,.313
280,South Carolina,12,8,4,.667,6.65,0.98,0,0,5,2,3,0,847,779,,70.9,91.5,.447,.418,.504,47.6,57.0,8.2,7.7,.447,19.9,27.7,.328
281,South Dakota State,15,9,6,.600,-1.24,-4.24,0,0,8,0,1,6,1114,1034,,70.1,96.7,.271,.363,.496,46.9,43.1,9.9,9.4,.471,15.8,28.2,.176
282,South Dakota,14,9,5,.643,-2.10,-2.18,0,0,5,1,2,3,1070,1018,,70.0,103.9,.300,.325,.535,47.2,41.5,8.3,6.8,.502,13.2,22.3,.219
283,South Florida,12,6,6,.500,3.91,0.83,0,0,5,2,0,0,773,736,,66.3,91.5,.363,.419,.550,46.1,51.6,9.6,6.7,.524,23.8,22.7,.242
284,Southeast Missouri State,12,3,9,.250,-11.22,-1.59,0,0,2,1,0,7,763,868,,70.4,102.7,.349,.412,.556,51.9,59.2,8.8,9.1,.531,17.9,26.5,.233
285,Southeastern Louisiana,11,3,8,.273,-13.33,-1.08,0,1,3,1,0,6,772,851,,74.2,103.0,.379,.362,.553,53.3,55.8,9.8,7.0,.522,20.0,35.3,.261
286,Southern California,12,10,2,.833,9.26,2.51,0,0,5,1,2,0,912,831,,73.9,93.7,.258,.402,.492,47.0,49.5,10.3,6.2,.461,16.4,26.7,.182
287,SIU Edwardsville,12,2,10,.167,-19.89,-3.98,0,0,1,3,1,7,738,904,,68.9,109.3,.387,.416,.582,55.1,64.2,8.7,7.5,.539,18.0,32.4,.300
288,Southern Illinois,13,6,7,.462,-1.58,-3.08,0,0,5,1,0,4,836,790,,63.8,95.2,.282,.356,.493,54.1,50.7,10.6,8.1,.463,18.1,33.3,.193
289,Southern Methodist,11,9,2,.818,5.99,-4.20,0,0,7,1,2,1,843,731,,67.4,96.3,.253,.452,.498,44.3,59.0,9.4,10.2,.464,16.0,26.9,.188
290,Southern Mississippi,13,4,9,.308,-4.13,7.17,0,0,4,2,0,4,901,957,,70.0,105.2,.388,.452,.567,49.0,53.4,9.6,6.8,.528,17.8,27.3,.286
291,Southern Utah,11,7,4,.636,1.76,-0.13,0,0,4,0,2,4,847,700,,73.1,85.2,.347,.341,.478,43.6,47.7,8.8,8.8,.432,19.2,21.2,.252
292,Southern,13,3,10,.231,-14.03,1.43,0,0,2,0,0,10,894,981,,69.9,106.9,.503,.366,.570,49.1,52.6,8.1,8.6,.534,17.0,29.1,.346
293,St. Bonaventure,12,8,4,.667,1.27,-2.55,0,0,4,2,2,2,812,745,,66.1,93.9,.383,.414,.500,48.3,56.2,7.8,6.7,.463,18.3,28.2,.257
294,St. Francis (NY),12,6,6,.500,-13.80,-7.43,0,0,5,0,1,6,875,881,,73.4,100.1,.398,.330,.536,51.0,47.5,8.1,6.3,.495,18.0,28.5,.285
295,St. John's (NY),13,11,2,.846,11.04,-1.96,0,0,9,1,0,0,1037,868,,76.2,87.7,.322,.419,.475,47.5,54.8,7.7,7.3,.446,20.3,30.3,.202
296,Stanford,12,11,1,.917,13.76,-2.24,0,0,8,0,1,0,884,692,,70.3,82.0,.239,.394,.462,46.9,45.9,8.6,9.3,.442,21.0,23.6,.144
297,Stephen F. Austin,12,10,2,.833,8.18,-1.42,2,0,7,0,3,2,997,817,,77.2,87.3,.571,.419,.547,44.0,57.7,10.4,9.0,.497,27.6,24.1,.397
298,Stetson,14,5,9,.357,-13.08,-2.41,0,0,3,3,1,5,922,980,,66.7,105.0,.297,.503,.531,47.5,62.2,9.2,9.1,.500,14.8,29.1,.211
299,Stony Brook,14,8,6,.571,-0.86,-1.09,0,0,3,1,3,5,972,922,,68.7,94.2,.234,.395,.486,47.3,56.2,9.1,9.7,.458,15.7,27.2,.165
